X,Y,country,te,ete,se,p-value,direction
aged15to19,aged55to64,Germany,0.04279604280876659,0.030991628274409443,0.004381776100053764,0,X->Y
aged15to19,aged55to64,Greece,0.01841170281746097,0.004531430257059434,0.006685333486051746,0.29333333333333333,X->Y
aged15to19,aged55to64,Netherlands,0.038894375763876395,0.026460604874326155,0.004531947698809108,0,X->Y
aged15to19,aged55to64,Portugal,0.021758744173819487,0.007566117203285134,0.004849028514974665,0.056666666666666664,X->Y
aged15to19,aged55to64,Slovakia,0.02437168257963304,0.012394215435738907,0.004111553755279911,0.006666666666666667,X->Y
aged15to19,aged55to64,Spain,0.017298091743908162,0.003661086133937407,0.004003987505444516,0.07666666666666666,X->Y
aged15to19,aged5to9,Austria,0.040335460074138664,0.02804038480998956,0.004334202259654744,0,X->Y
aged15to19,aged5to9,Belgium,0.026728072483203094,0.01533006224036115,0.003990915909035349,0.0033333333333333335,X->Y
aged15to19,aged5to9,Bulgaria,0.018188111568056643,0.00523951792397225,0.004753039889804828,0.09333333333333334,X->Y
aged15to19,aged5to9,Croatia,0.017611316195481966,0.0034159121523380867,0.005354023813698465,0.15333333333333332,X->Y
aged15to19,aged5to9,Estonia,0.013419756927193173,0.0011260977564142727,0.004279994900738031,0.29,X->Y
aged15to19,aged5to9,France,0.03919661572663166,0.02812935088321624,0.0038879267977847435,0,X->Y
aged15to19,aged5to9,Germany,0.005409252028578275,0,0.00432845566250646,0.96,X->Y
aged15to19,aged5to9,Greece,0.02237866761148292,0.00500705217730231,0.006004437937179068,0.11666666666666667,X->Y
aged15to19,aged5to9,Netherlands,0.01636197752166329,0.0034802082842792185,0.00413272309265894,0.12,X->Y
aged15to19,aged5to9,Portugal,0.026541378165978752,0.013375957705250359,0.004897063592064274,0.02666666666666667,X->Y
aged15to19,aged5to9,Slovakia,0.02342314880160647,0.011040444742113053,0.003995896352717942,0.006666666666666667,X->Y
aged15to19,aged5to9,Spain,0.034459206878133225,0.02253056042376029,0.003952883831423921,0,X->Y
aged15to19,aged65+,Austria,0.013118482108537851,6.209837047207092e-4,0.004266349496762545,0.3433333333333333,X->Y
aged15to19,aged65+,Belgium,0.030113405005733583,0.018055146101233727,0.0045377910804575315,0,X->Y
aged15to19,aged65+,Bulgaria,0.031394447373472995,0.021097302933789253,0.004843097180817385,0.0033333333333333335,X->Y
aged15to19,aged65+,Croatia,0.016949574413872702,0.004111368865492879,0.004737963418817608,0.17666666666666667,X->Y
aged15to19,aged65+,Estonia,0.010009054390572206,0,0.004642139809760066,0.5733333333333334,X->Y
aged15to19,aged65+,France,0.03469338601961679,0.02394972424116646,0.004111540787523585,0,X->Y
aged15to19,aged65+,Germany,0.04483147079531542,0.03425702649580202,0.004079552431038664,0,X->Y
aged15to19,aged65+,Greece,0.01903550524876102,0.005738724115283037,0.006008918585266723,0.21333333333333335,X->Y
aged15to19,aged65+,Netherlands,0.010150571392263972,4.079741727180449e-4,0.004744178523006884,0.69,X->Y
aged15to19,aged65+,Portugal,0.03108411854884427,0.01769399610557068,0.00510544179181386,0.0033333333333333335,X->Y
aged15to19,aged65+,Slovakia,0.014371602239544992,0.0021925321264576712,0.003974640384410539,0.3333333333333333,X->Y
aged15to19,aged65+,Spain,0.028315625267099583,0.015789640092340157,0.004234679655567779,0.0033333333333333335,X->Y
aged20to24,aged25to34,Austria,0.06358764152993915,0.05062267584246447,0.004194372838922584,0,X->Y
aged20to24,aged25to34,Belgium,0.011864357701994677,0,0.004268355625488698,0.4633333333333333,X->Y
aged20to24,aged25to34,Bulgaria,0.012981293287550145,5.669946591662974e-4,0.004925027560316016,0.39666666666666667,X->Y
aged20to24,aged25to34,Croatia,0.013554235349042862,0,0.004836720169888372,0.38,X->Y
aged20to24,aged25to34,Estonia,0.028770335203240044,0.01827286990539533,0.0045894591250057225,0,X->Y
aged20to24,aged25to34,France,0.013280298436237056,0.00277189230535573,0.0040912182966937926,0.17,X->Y
aged20to24,aged25to34,Germany,0.041262972506626694,0.03030635377394568,0.0039728216795303735,0,X->Y
aged20to24,aged25to34,Greece,0.0031836361345381338,0,0.006191539343371267,0.9933333333333333,X->Y
aged20to24,aged25to34,Netherlands,0.029884525079384983,0.018180438930436298,0.004222241156563156,0,X->Y
aged20to24,aged25to34,Portugal,0.01298092238804013,0,0.004359073301546369,0.47,X->Y
aged20to24,aged25to34,Slovakia,0.01971691547642364,0.006472143484616728,0.003983400002535474,0.05,X->Y
aged20to24,aged25to34,Spain,0.017578525275555486,0.0054137475594747755,0.00444532761369101,0.07333333333333333,X->Y
aged20to24,aged35to44,Austria,0.05402707319589454,0.040826203231467455,0.004415572843932301,0,X->Y
aged20to24,aged35to44,Belgium,0.023046926036649585,0.010789512564454222,0.004345287767768519,0.016666666666666666,X->Y
aged20to24,aged35to44,Bulgaria,0.01670209802986559,0.005374186445972439,0.004678022140685764,0.15333333333333332,X->Y
aged20to24,aged35to44,Croatia,0.019069497812805803,0.0060246232682630105,0.0050797869849412355,0.13333333333333333,X->Y
aged20to24,aged35to44,Estonia,0.03938896436245249,0.02902152122658564,0.004276277283675937,0,X->Y
aged20to24,aged35to44,France,0.021813447883906517,0.010585137349709684,0.004101566466181703,0.006666666666666667,X->Y
aged20to24,aged35to44,Germany,0.030689100758219047,0.01948368547116447,0.004062027601397893,0,X->Y
aged20to24,aged35to44,Greece,0.020906894251231538,0.00718182640770631,0.006439081981116749,0.14666666666666667,X->Y
aged20to24,aged35to44,Netherlands,0.0237071243935168,0.010917254813643617,0.004506147228793922,0.016666666666666666,X->Y
aged20to24,aged35to44,Portugal,0.01730549833500683,0.002539579640322495,0.0044430213722918875,0.20333333333333334,X->Y
aged20to24,aged35to44,Slovakia,0.024429722645750926,0.011765932183227272,0.004149110880460356,0.006666666666666667,X->Y
aged20to24,aged35to44,Spain,0.021304467006483255,0.009217034949748112,0.004193173031393209,0.02666666666666667,X->Y
aged20to24,aged45to54,Austria,0.04221045875221667,0.029254852769723283,0.004199981280731367,0,X->Y
aged20to24,aged45to54,Belgium,0.01837015606932046,0.0060476282090895,0.004473320979432368,0.10333333333333333,X->Y
aged20to24,aged45to54,Bulgaria,0.011798248124568728,0.0016960057839893773,0.004923119210692899,0.44,X->Y
aged20to24,aged45to54,Croatia,0.020808694525850473,0.007431497825814759,0.005186879222855759,0.08666666666666667,X->Y
aged20to24,aged45to54,Estonia,0.021296052993603456,0.011660291723182255,0.00428815137297498,0.023333333333333334,X->Y
aged20to24,aged45to54,France,0.018092187002036634,0.007353029569050056,0.0039823357062636145,0.04,X->Y
aged20to24,aged45to54,Germany,0.013243282174755008,0.0015590556032497298,0.003952643448941947,0.22333333333333333,X->Y
aged20to24,aged45to54,Greece,0.02989737380671041,0.01638413939321986,0.0062955561664667665,0.016666666666666666,X->Y
aged20to24,aged45to54,Netherlands,0.023629699183748288,0.01143102071475551,0.004458592080900417,0.01,X->Y
aged20to24,aged45to54,Portugal,0.021644759570825883,0.008131390708516217,0.005091354051219503,0.06666666666666667,X->Y
aged20to24,aged45to54,Slovakia,0.029365327262843053,0.015790983871352957,0.004316791766243332,0,X->Y
aged20to24,aged45to54,Spain,0.019806944819958316,0.006652605728214224,0.004318598017515604,0.07333333333333333,X->Y
aged20to24,aged55to64,Austria,0.04804641155585421,0.035605232854118235,0.0042783682940467395,0,X->Y
aged20to24,aged55to64,Belgium,0.021976890295563625,0.009588149205783077,0.004454401735621874,0.016666666666666666,X->Y
aged20to24,aged55to64,Bulgaria,0.01734609631085117,0.007528800040980315,0.004643410463187723,0.12666666666666668,X->Y
aged20to24,aged55to64,Croatia,0.016050211233722658,0.0020788961703782846,0.005181477547619132,0.27,X->Y
aged20to24,aged55to64,Estonia,0.03406486162290348,0.0236719631866373,0.004241105411563105,0,X->Y
aged20to24,aged55to64,France,0.009528604197365835,0,0.0041982408298760305,0.5066666666666667,X->Y
aged20to24,aged55to64,Germany,0.013843999127639006,0.0019686652257947454,0.0039202800464937316,0.18,X->Y
aged20to24,aged55to64,Greece,0.02620373834959016,0.01295350001269052,0.006316525257175964,0.03666666666666667,X->Y
aged20to24,aged55to64,Netherlands,0.022411258018958328,0.009630298106070795,0.004429624221955333,0.023333333333333334,X->Y
aged20to24,aged55to64,Portugal,0.015681847610299036,0.0022175384565824817,0.004825434169469348,0.24666666666666667,X->Y
aged20to24,aged55to64,Slovakia,0.015979151099630422,0.003158502377176957,0.004464737477912548,0.20666666666666667,X->Y
aged20to24,aged55to64,Spain,0.02809217592055066,0.014462020410562713,0.004018024986054828,0,X->Y
aged20to24,aged5to9,Austria,0.01916601493482045,0.006430407140566521,0.004175187454450173,0.056666666666666664,X->Y
aged20to24,aged5to9,Belgium,0.037686566100089594,0.02536660092402889,0.004467042973421631,0,X->Y
aged20to24,aged5to9,Bulgaria,0.022298271975395786,0.010489335596621348,0.005080520979296113,0.04,X->Y
aged20to24,aged5to9,Croatia,0.018266319543328705,0.0038204491870013346,0.005144143800001089,0.12,X->Y
aged20to24,aged5to9,Estonia,0.015669393220896603,0.0037408922498377815,0.004402943781049383,0.19333333333333333,X->Y
aged20to24,aged5to9,France,0.025317764204084856,0.013922906165215704,0.004349530501925497,0.01,X->Y
aged20to24,aged5to9,Germany,0.009269054823279858,0,0.00428445514422408,0.6066666666666667,X->Y
aged20to24,aged5to9,Greece,0.03085650719440759,0.013529319491819427,0.00707915481135187,0.03333333333333333,X->Y
aged20to24,aged5to9,Netherlands,0.03157073870255013,0.018887528502859862,0.004593129845606162,0,X->Y
aged20to24,aged5to9,Portugal,0.03925794977939934,0.025438325672121426,0.005159150090571629,0,X->Y
aged20to24,aged5to9,Slovakia,0.012899661930199403,0,0.004346109966030596,0.36666666666666664,X->Y
aged20to24,aged5to9,Spain,0.045913260605448286,0.033323277437498376,0.004091919822504281,0,X->Y
aged20to24,aged65+,Austria,0.03283725120458389,0.019912770656729615,0.004107902710552624,0,X->Y
aged20to24,aged65+,Belgium,0.028041523977462127,0.016657169914114374,0.004216937969131601,0.0033333333333333335,X->Y
aged20to24,aged65+,Bulgaria,0.0323029822985279,0.020939260933324776,0.004618986807694993,0,X->Y
aged20to24,aged65+,Croatia,0.017608207936832425,0.004922235971992791,0.005292851697253592,0.18333333333333332,X->Y
aged20to24,aged65+,Estonia,0.03258669704362044,0.021348283495445798,0.004465229313105174,0,X->Y
aged20to24,aged65+,France,0.01573183607518945,0.005580742280613385,0.004213757389899228,0.10333333333333333,X->Y
aged20to24,aged65+,Germany,0.024276277522493818,0.014051335472608645,0.004082195276433323,0.01,X->Y
aged20to24,aged65+,Greece,0.015320472404802199,0.0015842343356139398,0.005943235975238169,0.42333333333333334,X->Y
aged20to24,aged65+,Netherlands,0.0041439607559433855,0,0.004678070114853268,0.9766666666666667,X->Y
aged20to24,aged65+,Portugal,0.03019927499764593,0.017086734617798693,0.0050231273246663325,0.006666666666666667,X->Y
aged20to24,aged65+,Slovakia,0.020997727560338856,0.008359863311766103,0.004559837467623323,0.043333333333333335,X->Y
aged20to24,aged65+,Spain,0.0396541779309138,0.026789673737254483,0.004509408234142029,0,X->Y
aged25to34,aged35to44,Austria,0.024210663148354575,0.011196245928143332,0.004199130290915818,0.006666666666666667,X->Y
aged25to34,aged35to44,Belgium,0.017558330497121598,0.004360410956738683,0.00418600360132245,0.1,X->Y
aged25to34,aged35to44,Bulgaria,0.01449050014142857,0.003884237280634646,0.004752884426310605,0.31,X->Y
aged25to34,aged35to44,Croatia,0.020923564660481467,0.008105335150031777,0.0054549465373323934,0.09666666666666666,X->Y
aged25to34,aged35to44,Estonia,0.019723558527693946,0.008417208656541587,0.004530206525048245,0.02666666666666667,X->Y
aged25to34,aged35to44,France,0.026624767467483063,0.015404025066452236,0.004225679221449111,0,X->Y
aged25to34,aged35to44,Germany,0.005774109870842277,0,0.0043019684802161,0.9,X->Y
aged25to34,aged35to44,Greece,0.023467672207241077,0.00849767024568058,0.00726645598841476,0.12666666666666668,X->Y
aged25to34,aged35to44,Netherlands,0.01240291328955659,0,0.00386665282420829,0.3433333333333333,X->Y
aged25to34,aged35to44,Portugal,0.020999245404638253,0.006967147702888445,0.00462425777166133,0.056666666666666664,X->Y
aged25to34,aged35to44,Slovakia,0.028484383476662177,0.015508890404901755,0.004303110805262562,0,X->Y
aged25to34,aged35to44,Spain,0.015979456066745848,0.0030757616395160805,0.004379845044539091,0.19,X->Y
aged25to34,aged45to54,Austria,0.042007561861609595,0.02904875846551882,0.004463552089211517,0,X->Y
aged25to34,aged45to54,Belgium,0.015202646292930876,0.004039005325708339,0.004590209135355421,0.22333333333333333,X->Y
aged25to34,aged45to54,Bulgaria,0.019537399648324866,0.009502692409602357,0.004507909788911502,0.05333333333333334,X->Y
aged25to34,aged45to54,Croatia,0.03222062986537908,0.01910597700475944,0.00585380556858945,0.006666666666666667,X->Y
aged25to34,aged45to54,Estonia,0.018576880916352963,0.008598176972154656,0.004705076066692058,0.07333333333333333,X->Y
aged25to34,aged45to54,France,0.02363981792390036,0.012477978718555644,0.004309763238614913,0.01,X->Y
aged25to34,aged45to54,Germany,0.008982087108557392,0,0.00414814537327542,0.6433333333333333,X->Y
aged25to34,aged45to54,Greece,0.02600283778390803,0.01167703713500088,0.006319124733336562,0.06333333333333334,X->Y
aged25to34,aged45to54,Netherlands,0.02485535224554754,0.013257101370868643,0.004706017915110502,0.016666666666666666,X->Y
aged25to34,aged45to54,Portugal,0.04271207227545813,0.028537459308742942,0.004824022327120835,0,X->Y
aged25to34,aged45to54,Slovakia,0.03924018478010577,0.027638188747556594,0.004368974904817032,0,X->Y
aged25to34,aged45to54,Spain,0.015069459574598047,0.002001789542599367,0.004635692663888913,0.22333333333333333,X->Y
aged25to34,aged55to64,Austria,0.028032632876035204,0.01541540949300152,0.004077332087858324,0.0033333333333333335,X->Y
aged25to34,aged55to64,Belgium,0.019464666381802772,0.007151061889566809,0.004258016915078949,0.056666666666666664,X->Y
aged25to34,aged55to64,Bulgaria,0.02307253686385064,0.013450068694247919,0.004949824082371164,0.03,X->Y
aged25to34,aged55to64,Croatia,0.026604149585864927,0.012357147040482673,0.005610411308820711,0.03,X->Y
aged25to34,aged55to64,Estonia,0.017875358539702495,0.007890097860435945,0.004643733848780482,0.08,X->Y
aged25to34,aged55to64,France,0.011295770179418888,0,0.004344117364568915,0.36,X->Y
aged25to34,aged55to64,Germany,0.011208205576414821,0,0.0038565485981489523,0.41,X->Y
aged25to34,aged55to64,Greece,0.02339406720135274,0.010100657886396549,0.006210971129061018,0.1,X->Y
aged25to34,aged55to64,Netherlands,0.019273039880139013,0.007190028272983998,0.004702593129721291,0.07,X->Y
aged25to34,aged55to64,Portugal,0.023605845507232392,0.009989818580256844,0.004725160475741611,0.023333333333333334,X->Y
aged25to34,aged55to64,Slovakia,0.025403316265747492,0.012500939598493724,0.005131072786688898,0.02666666666666667,X->Y
aged25to34,aged55to64,Spain,0.02696097593548038,0.014571178057430011,0.004688462585966047,0.0033333333333333335,X->Y
aged25to34,aged5to9,Austria,0.0336738223590032,0.020992906343398357,0.004557921043809425,0,X->Y
aged25to34,aged5to9,Belgium,0.030953593943192654,0.019842897591211536,0.004282059732275898,0,X->Y
aged25to34,aged5to9,Bulgaria,0.01380529734836164,0.0013810620673404862,0.004752485312205223,0.32666666666666666,X->Y
aged25to34,aged5to9,Croatia,0.014884617370257959,4.800543534750276e-4,0.005467205399165788,0.31666666666666665,X->Y
aged25to34,aged5to9,Estonia,0.02236249057920134,0.00951868538502998,0.005004969352362859,0.02666666666666667,X->Y
aged25to34,aged5to9,France,0.02648700010863092,0.015687676771438,0.0045724001158064026,0.0033333333333333335,X->Y
aged25to34,aged5to9,Germany,0.010950380899087488,0,0.00464984245699405,0.4066666666666667,X->Y
aged25to34,aged5to9,Greece,0.023779547583731308,0.0049020791377790696,0.007140213277449346,0.12333333333333334,X->Y
aged25to34,aged5to9,Netherlands,0.03561884831637305,0.023252582659556105,0.0046027028341985516,0,X->Y
aged25to34,aged5to9,Portugal,0.06202821504510375,0.04866565902248565,0.004958958055551074,0,X->Y
aged25to34,aged5to9,Slovakia,0.017558150734643733,0.004768389802286976,0.004451742062303153,0.14333333333333334,X->Y
aged25to34,aged5to9,Spain,0.04411061116937866,0.03166064557496104,0.004640876593743212,0,X->Y
aged25to34,aged65+,Austria,0.029044420345817994,0.016179921584811643,0.0041643737277611125,0,X->Y
aged25to34,aged65+,Belgium,0.024491292320877493,0.013285872685876669,0.004254031635402374,0.0033333333333333335,X->Y
aged25to34,aged65+,Bulgaria,0.03363094142631742,0.02374956398668733,0.004751825922466471,0,X->Y
aged25to34,aged65+,Croatia,0.022845197254774,0.010011966490319688,0.0051076372855298965,0.04,X->Y
aged25to34,aged65+,Estonia,0.039298352350520906,0.027799943409359464,0.004398947716161825,0,X->Y
aged25to34,aged65+,France,0.022977392451032176,0.012821394896568373,0.004324770244538939,0.01,X->Y
aged25to34,aged65+,Germany,0.022808650945872287,0.012129945336364845,0.003931657025406555,0.006666666666666667,X->Y
aged25to34,aged65+,Greece,0.020554604047375063,0.006867026050889539,0.006241224871801838,0.16333333333333333,X->Y
aged25to34,aged65+,Netherlands,0.006940329907166021,0,0.004390113319168969,0.87,X->Y
aged25to34,aged65+,Portugal,0.038917106581516654,0.02520308465065229,0.004387279245936114,0,X->Y
aged25to34,aged65+,Slovakia,0.027775642794930114,0.015572482546777613,0.004228111944648952,0.0033333333333333335,X->Y
aged25to34,aged65+,Spain,0.033815229042764766,0.020878408022306616,0.004739395722190254,0,X->Y
aged35to44,aged45to54,Austria,0.02817633959303572,0.015495872188704213,0.004091191602812132,0,X->Y
aged35to44,aged45to54,Belgium,0.004322967363267725,0,0.004355151660135482,0.9766666666666667,X->Y
aged35to44,aged45to54,Bulgaria,0.021165549628249077,0.01149226465689594,0.0040118482517280145,0.01,X->Y
aged35to44,aged45to54,Croatia,0.01511667999870292,0.0011470050876137249,0.005094662190796899,0.3466666666666667,X->Y
aged35to44,aged45to54,Estonia,0.014154322581559527,0.004720233175599234,0.004199135598337124,0.19333333333333333,X->Y
aged35to44,aged45to54,France,0.015282702925196429,0.0041513115120643835,0.00404111953814276,0.15333333333333332,X->Y
aged35to44,aged45to54,Germany,0.009166869726506965,0,0.003667975767657426,0.6066666666666667,X->Y
aged35to44,aged45to54,Greece,0.0027279562351786033,0,0.005503331903599445,0.99,X->Y
aged35to44,aged45to54,Netherlands,0.02257562963225977,0.010961899372639588,0.004445809928165989,0.02,X->Y
aged35to44,aged45to54,Portugal,0.03362124145388556,0.01980589795435205,0.00460472098904255,0,X->Y
aged35to44,aged45to54,Slovakia,0.04375187915456667,0.031557796972752225,0.004290458667689586,0,X->Y
aged35to44,aged45to54,Spain,0.010152878005590173,0,0.004746121751680965,0.6,X->Y
aged35to44,aged55to64,Austria,0.023748477680440958,0.012103718252201637,0.004215678044531267,0.016666666666666666,X->Y
aged35to44,aged55to64,Belgium,0.012698693281762149,0.001132149342533544,0.00424846603040752,0.39666666666666667,X->Y
aged35to44,aged55to64,Bulgaria,0.022496175353858977,0.01289146581394247,0.004862075638772029,0.03,X->Y
aged35to44,aged55to64,Croatia,0.010642601359336827,0,0.004718165653028037,0.6233333333333333,X->Y
aged35to44,aged55to64,Estonia,0.01765742013961935,0.008172541354135454,0.004588881779514691,0.06,X->Y
aged35to44,aged55to64,France,0.012046203589874774,0.0013370706777954284,0.0044979470837672566,0.36,X->Y
aged35to44,aged55to64,Germany,0.010929065232540244,0,0.004329833515532124,0.39666666666666667,X->Y
aged35to44,aged55to64,Greece,0.009748973809201847,0,0.005705699078623806,0.74,X->Y
aged35to44,aged55to64,Netherlands,0.022775732178843607,0.009819756895101624,0.00449939508415881,0.016666666666666666,X->Y
aged35to44,aged55to64,Portugal,0.016692321993601135,0.0017148071732277174,0.004937065500637021,0.22333333333333333,X->Y
aged35to44,aged55to64,Slovakia,0.018778714009312497,0.00598233862697513,0.00453797356520644,0.08333333333333333,X->Y
aged35to44,aged55to64,Spain,0.01742873898707662,0.004117879262607562,0.004363478809506651,0.09666666666666666,X->Y
aged35to44,aged5to9,Austria,0.033433566176643274,0.020516064962729084,0.004431376086209427,0,X->Y
aged35to44,aged5to9,Belgium,0.01841898188045315,0.006456453874450447,0.00432334725460944,0.08,X->Y
aged35to44,aged5to9,Bulgaria,0.013262686671411677,2.612434743988895e-4,0.003911044064688269,0.17666666666666667,X->Y
aged35to44,aged5to9,Croatia,0.01033528016186916,0,0.004974016556633566,0.6433333333333333,X->Y
aged35to44,aged5to9,Estonia,0.0209694799443654,0.0090765098547718,0.004376347914889047,0.023333333333333334,X->Y
aged35to44,aged5to9,France,0.009113901930659902,0,0.0037888262020732725,0.6833333333333333,X->Y
aged35to44,aged5to9,Germany,0.011007671653489962,0,0.0038934343937145344,0.38333333333333336,X->Y
aged35to44,aged5to9,Greece,0.026064215918971553,0.008341412493397819,0.006111447277347196,0.05,X->Y
aged35to44,aged5to9,Netherlands,0.02985600926809772,0.017194382784268852,0.004487262005550906,0.0033333333333333335,X->Y
aged35to44,aged5to9,Portugal,0.0414566058397974,0.029044397676682966,0.004942942834409899,0,X->Y
aged35to44,aged5to9,Slovakia,0.015528586490548847,0.0022323071086963343,0.004266327215158401,0.24333333333333335,X->Y
aged35to44,aged5to9,Spain,0.03846070613608366,0.02582589045445243,0.004264486961964504,0,X->Y
aged35to44,aged65+,Austria,0.038763716689147285,0.026273998240735078,0.004479822210820461,0,X->Y
aged35to44,aged65+,Belgium,0.022869662587723178,0.011135127209788468,0.004451111877283187,0.016666666666666666,X->Y
aged35to44,aged65+,Bulgaria,0.04114031090179816,0.031119606282010034,0.004242780581469905,0,X->Y
aged35to44,aged65+,Croatia,0.016121111535901022,0.0033336451726591627,0.005177080571752869,0.26666666666666666,X->Y
aged35to44,aged65+,Estonia,0.0323435419961097,0.021350275114240924,0.004476806051303316,0.0033333333333333335,X->Y
aged35to44,aged65+,France,0.03466558022073193,0.023709730474973125,0.004461631909216066,0,X->Y
aged35to44,aged65+,Germany,0.028748341957560257,0.018491428437707992,0.0037744492588516233,0,X->Y
aged35to44,aged65+,Greece,0.02340482366585605,0.010241053188284872,0.0054632224726765405,0.04666666666666667,X->Y
aged35to44,aged65+,Netherlands,0.027445158512533607,0.018261654267842133,0.004435567437355884,0.0033333333333333335,X->Y
aged35to44,aged65+,Portugal,0.04116755433434532,0.02702855400128889,0.004651930577080413,0,X->Y
aged35to44,aged65+,Slovakia,0.022699833356077063,0.011183902242748917,0.004236186243165635,0.02,X->Y
aged35to44,aged65+,Spain,0.029096837479433618,0.016193926165768827,0.004362274886286351,0.0033333333333333335,X->Y
aged45to54,aged55to64,Austria,0.021385660323824805,0.009857845339366374,0.0046241235060744505,0.05,X->Y
aged45to54,aged55to64,Belgium,0.016513740644064107,0.005168154901989918,0.0042895813560307324,0.09666666666666666,X->Y
aged45to54,aged55to64,Bulgaria,0.007542173131975408,0,0.0038117994011575966,0.69,X->Y
aged45to54,aged55to64,Croatia,0.004791369317288002,0,0.0045071247164779615,0.9733333333333334,X->Y
aged45to54,aged55to64,Estonia,0.008210718233771164,0,0.004091354495278647,0.5166666666666667,X->Y
aged45to54,aged55to64,France,0.010487294071125976,0,0.004006676769348218,0.5633333333333334,X->Y
aged45to54,aged55to64,Germany,0.007633972837071864,0,0.0037511627958379534,0.86,X->Y
aged45to54,aged55to64,Greece,0.009256662248312439,0,0.005802554370322929,0.7966666666666666,X->Y
aged45to54,aged55to64,Netherlands,0.021391631790147816,0.00902191395141251,0.004509056479999129,0.04666666666666667,X->Y
aged45to54,aged55to64,Portugal,0.018754445612505097,0.0046585448935166605,0.0048675405061256215,0.13333333333333333,X->Y
aged45to54,aged55to64,Slovakia,0.007821216729250301,0,0.004303871112631566,0.8433333333333334,X->Y
aged45to54,aged55to64,Spain,0.019406173191099673,0.0064614978024580775,0.00453108932401394,0.07666666666666666,X->Y
aged45to54,aged5to9,Austria,0.020028348528716718,0.007022513005116127,0.0038237792686620616,0.02666666666666667,X->Y
aged45to54,aged5to9,Belgium,0.019709965607923156,0.00793913701044351,0.004304169367291109,0.05,X->Y
aged45to54,aged5to9,Bulgaria,0.020434907693864454,0.0076441301334542276,0.004049120085854111,0.01,X->Y
aged45to54,aged5to9,Croatia,0.01266932494620543,0,0.0053291097945002515,0.5133333333333333,X->Y
aged45to54,aged5to9,Estonia,0.01057105978643929,0,0.0040643040223817045,0.37333333333333335,X->Y
aged45to54,aged5to9,France,0.015013298312849914,0.003976339417567299,0.0042454758058539845,0.18,X->Y
aged45to54,aged5to9,Germany,0.007321390411845138,0,0.004087665451874994,0.8633333333333333,X->Y
aged45to54,aged5to9,Greece,0.03161625946268528,0.012235616818128021,0.0061359124415533706,0.023333333333333334,X->Y
aged45to54,aged5to9,Netherlands,0.029118914429916307,0.016132994788327804,0.004766166196732499,0.0033333333333333335,X->Y
aged45to54,aged5to9,Portugal,0.04947346536617662,0.03625285547360046,0.004645633265504348,0,X->Y
aged45to54,aged5to9,Slovakia,0.0164305352067187,0.003666183176399617,0.004659525722628811,0.13333333333333333,X->Y
aged45to54,aged5to9,Spain,0.040397751587570696,0.02787367949516606,0.004081088049555223,0,X->Y
aged45to54,aged65+,Austria,0.035949743932413625,0.02430036926117428,0.004385457442842238,0,X->Y
aged45to54,aged65+,Belgium,0.021048398873910593,0.008819852780568587,0.004400840410983319,0.02666666666666667,X->Y
aged45to54,aged65+,Bulgaria,0.026500343069587436,0.016275393513551537,0.003967745281232254,0.0033333333333333335,X->Y
aged45to54,aged65+,Croatia,0.009956221650952824,0,0.005109867151254995,0.75,X->Y
aged45to54,aged65+,Estonia,0.023902675202011635,0.012049607328746648,0.004127910088123178,0,X->Y
aged45to54,aged65+,France,0.0324005968833781,0.02245532708124684,0.0043083158054185505,0,X->Y
aged45to54,aged65+,Germany,0.02916682086326178,0.018727824675928918,0.004393943453442419,0,X->Y
aged45to54,aged65+,Greece,0.022789151597474487,0.008853405210282548,0.005291857510558513,0.056666666666666664,X->Y
aged45to54,aged65+,Netherlands,0.021034591745508823,0.011487682441890848,0.004612781854714596,0.03,X->Y
aged45to54,aged65+,Portugal,0.035254336052543536,0.02161946573765708,0.004766457202457436,0.0033333333333333335,X->Y
aged45to54,aged65+,Slovakia,0.009966336580438325,0,0.004510283909766229,0.7133333333333334,X->Y
aged45to54,aged65+,Spain,0.036573530888910535,0.02335366036014385,0.004236867042045438,0,X->Y
aged55to64,aged5to9,Austria,0.022422610257492037,0.010190586979316326,0.00466693836019898,0.04,X->Y
aged55to64,aged5to9,Belgium,0.018540126255600125,0.006769599971546275,0.004334034431833797,0.07333333333333333,X->Y
aged55to64,aged5to9,Bulgaria,0.015088580530767517,0.002569916473860928,0.004083008512141616,0.07333333333333333,X->Y
aged55to64,aged5to9,Croatia,0.015058293338237886,0.0012829623366796654,0.005252570527416963,0.2633333333333333,X->Y
aged55to64,aged5to9,Estonia,0.007395627285789038,0,0.004568514308431512,0.6733333333333333,X->Y
aged55to64,aged5to9,France,0.014174883532968934,0.003138992967382742,0.004300356598015502,0.22333333333333333,X->Y
aged55to64,aged5to9,Germany,0.011480028263530624,0,0.003777688617810947,0.37666666666666665,X->Y
aged55to64,aged5to9,Greece,0.025394912054792444,0.008427632084423035,0.006089468876896659,0.043333333333333335,X->Y
aged55to64,aged5to9,Netherlands,0.028067560569875853,0.015284624471432508,0.004588600275234989,0,X->Y
aged55to64,aged5to9,Portugal,0.04707816084983233,0.03281389990660073,0.004618974714125507,0,X->Y
aged55to64,aged5to9,Slovakia,0.011078432446316455,0,0.00453225762414032,0.5633333333333334,X->Y
aged55to64,aged5to9,Spain,0.038250581109808085,0.026528535838908712,0.004303950731094126,0,X->Y
